row_id,source_file,row_in_file,case_group,case_subgroup,text
45,concejalias.csv,45,Urbanismo,TRÁMITE · PGMOU (planeamiento urbanístico Murcia),"Concejalía: Urbanismo. Subtema: TRÁMITE · PGMOU (planeamiento urbanístico Murcia). Toda la información sobre pgmou (planeamiento urbanístico murcia) está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda elaborar la respuesta. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina siempre la respuesta con una coletilla del tipo: ""Para obtener más información sobre pgmou (planeamiento urbanístico murcia), puedes pulsar en este enlace: https://urbmurcia.carm.es/urbmurcia/faces/pla/query.jsp."""
46,concejalias.csv,46,Urbanismo,TRÁMITE · Solicitud de informe urbanístico,"Concejalía: Urbanismo. Subtema: TRÁMITE · Solicitud de informe urbanístico. Sobre solicitud de informe urbanístico: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://alguazas.sedelectronica.es/?x=dIFT8zlloJiF4D-iHYG3TQ. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de solicitud de informe urbanístico directamente en este enlace: https://alguazas.sedelectronica.es/?x=dIFT8zlloJiF4D-iHYG3TQ."""
47,concejalias.csv,47,Urbanismo,TRÁMITE · Ayudas a la vivienda (CARM),"Concejalía: Urbanismo. Subtema: TRÁMITE · Ayudas a la vivienda (CARM). Toda la información sobre ayudas a la vivienda (carm) está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda elaborar la respuesta. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina siempre la respuesta con una coletilla del tipo: ""Para obtener más información sobre ayudas a la vivienda (carm), puedes pulsar en este enlace: http://www.carm.es/web/pagina?IDCONTENIDO=52362&IDTIPO=100&RASTRO=c2759$m."""
48,concejalias.csv,48,Salud Pública,TRÁMITE · Cita médica (SMS Murcia),"Concejalía: Salud Pública. Subtema: TRÁMITE · Cita médica (SMS Murcia). Toda la información sobre cita médica (sms murcia) está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda elaborar la respuesta. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina siempre la respuesta con una coletilla del tipo: ""Para obtener más información sobre cita médica (sms murcia), puedes pulsar en este enlace: https://sms.carm.es/cmap/."""
49,concejalias.csv,49,Seguridad Ciudadana,TRÁMITE · Alegaciones a sanciones o multas,"Concejalía: Seguridad Ciudadana. Subtema: TRÁMITE · Alegaciones a sanciones o multas. Sobre alegaciones a sanciones o multas: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://alguazas.sedelectronica.es/?x=c2a7u6idX9dI1w-6HDaT7Q. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de alegaciones a sanciones o multas directamente en este enlace: https://alguazas.sedelectronica.es/?x=c2a7u6idX9dI1w-6HDaT7Q."""
50,concejalias.csv,50,Servicios Sociales,TRÁMITE · Solicitud de teleasistencia,"Concejalía: Servicios Sociales. Subtema: TRÁMITE · Solicitud de teleasistencia. Sobre solicitud de teleasistencia: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://alguazas.sedelectronica.es/?x=7IoBhEz8cQ3UN67FR4A7kw. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de solicitud de teleasistencia directamente en este enlace: https://alguazas.sedelectronica.es/?x=7IoBhEz8cQ3UN67FR4A7kw."""
51,concejalias.csv,51,Servicios Sociales,TRÁMITE · Solicitud de aparcamiento para discapacitados,"Concejalía: Servicios Sociales. Subtema: TRÁMITE · Solicitud de aparcamiento para discapacitados. Sobre solicitud de aparcamiento para discapacitados: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://alguazas.sedelectronica.es/?x=EKP1MSIb*Su9LCaLdw2MRg. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de solicitud de aparcamiento para discapacitados directamente en este enlace: https://alguazas.sedelectronica.es/?x=EKP1MSIb*Su9LCaLdw2MRg."""
52,concejalias.csv,52,Servicios Sociales,TRÁMITE · Ingreso Mínimo Vital,"Concejalía: Servicios Sociales. Subtema: TRÁMITE · Ingreso Mínimo Vital. Toda la información sobre ingreso mínimo vital está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda elaborar la respuesta. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina siempre la respuesta con una coletilla del tipo: ""Para obtener más información sobre ingreso mínimo vital, puedes pulsar en este enlace: https://imv.seg-social.es/."""
53,concejalias.csv,53,Participación Ciudadana,TRÁMITE · Alguazas en cifras,"Concejalía: Participación Ciudadana. Subtema: TRÁMITE · Alguazas en cifras. Toda la información sobre alguazas en cifras está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda elaborar la respuesta. No des fechas concretas de memoria (por ejemplo, plazos de votación o participación): cambian en cada convocatoria, así que consulta siempre la página para dar la información actualizada, y si no la tienes con seguridad, no la inventes. Si la información de la página que consultas no se encuentra en el año vigente, informa que próximamente se abrirá una nueva convocatoria con nuevas propuestas de participación ciudadana del año en curso. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina siempre la respuesta con una coletilla del tipo: ""Para obtener más información sobre alguazas en cifras, puedes pulsar en este enlace: https://econet.carm.es/web/crem/inicio/-/crem/sicrem/PU_AlguazasCifras/sec0.html."""
54,corporacion_plenos_participa_ciudadano.csv,0,Corporación Municipal,Equipo de gobierno y concejales,"Concejalía: Corporación Municipal. Subtema: Equipo de gobierno y concejales. Puedes consultar el equipo de gobierno, la corporación municipal y los concejales (nombres, cargos y áreas) en este enlace: https://alguazas.es/corporacion-municipal/. Si necesitas contactar con algún concejal, dirígete al contacto general del Ayuntamiento."
55,corporacion_plenos_participa_ciudadano.csv,1,Cultura y Turismo,Entradas de cine y teatro,"Concejalía: Cultura y Turismo. Subtema: Entradas de cine y teatro. Para reservar o comprar entradas de cine o teatro y consultar la cartelera del Cine-Teatro de Alguazas, puedes hacerlo online en https://alguazas.es/entradas/, por teléfono en el 657 40 39 83, o por WhatsApp en https://wa.me/34657403983. Habitualmente hay sesiones los viernes y domingos por la tarde; confirma títulos, fechas y horarios en el enlace o llamando."
56,corporacion_plenos_participa_ciudadano.csv,2,Corporación Municipal,Plenos municipales (vídeos y actas),Concejalía: Corporación Municipal. Subtema: Plenos municipales (vídeos y actas). Puedes consultar los plenos municipales (vídeo y acta) en este enlace: https://videoacta.alguazas.es/.
57,corporacion_plenos_participa_ciudadano.csv,3,Participación Ciudadana,Alguazas Participa (qué es y cómo participar),"Concejalía: Participación Ciudadana. Subtema: Alguazas Participa (qué es y cómo participar). Puedes conocer Alguazas Participa, registrarte, enviar propuestas o votar en este enlace: https://participa.alguazas.es/."
58,corporacion_plenos_participa_ciudadano.csv,4,Participación Ciudadana,Presupuestos participativos,Concejalía: Participación Ciudadana. Subtema: Presupuestos participativos. Los presupuestos participativos permiten proponer inversiones municipales y votar las propuestas. Puedes consultar el calendario y el proceso vigente en este enlace: https://participa.alguazas.es/calendario-de-presupuestos-participativos/.
59,corporacion_plenos_participa_ciudadano.csv,5,Participación Ciudadana,Consultas públicas,Concejalía: Participación Ciudadana. Subtema: Consultas públicas. Puedes consultar las consultas públicas municipales (votaciones sobre ordenanzas y reglamentos) y participar en este enlace: https://participa.alguazas.es/consultas-publicas/.
60,corporacion_plenos_participa_ciudadano.csv,6,Participación Ciudadana,"Te Escuchamos (incidencias, quejas y sugerencias)","Concejalía: Participación Ciudadana. Subtema: Te Escuchamos (incidencias, quejas y sugerencias). Para notificar una incidencia (por ejemplo una farola rota), una queja o una sugerencia, usa el canal Te Escuchamos en este enlace: https://participa.alguazas.es/te-escuchamos/. También puedes hacerlo desde la app móvil Alguazas Conect@."
61,corporacion_plenos_participa_ciudadano.csv,7,Participación Ciudadana,Propuestas ciudadanas (activas y anteriores),Concejalía: Participación Ciudadana. Subtema: Propuestas ciudadanas (activas y anteriores). Puedes consultar las propuestas ciudadanas activas en https://participa.alguazas.es/propuestas-ciudadanas/ y las de convocatorias anteriores en https://participa.alguazas.es/propuestas-anteriores/.
62,corporacion_plenos_participa_ciudadano.csv,8,Participación Ciudadana,Normativa de participación ciudadana,Concejalía: Participación Ciudadana. Subtema: Normativa de participación ciudadana. Puedes consultar la normativa y reglamentos de participación ciudadana en este enlace: https://participa.alguazas.es/normativa/.
63,directorio.csv,0,Atención ciudadana,"Ayuntamiento (general): dirección, teléfono, email, horario de atención al público","Concejalía: Atención ciudadana. Subtema: Ayuntamiento (general): dirección, teléfono, email, horario de atención al público. Puedes contactar con el Ayuntamiento de Alguazas llamando al 968 620 022, de lunes a viernes en horario de atención al público. También puedes escribir a info@alguazas.es."
64,directorio.csv,1,Atención ciudadana,"Cita previa: pedir cita con técnico municipal, informador juvenil, agente de empleo","Concejalía: Atención ciudadana. Subtema: Cita previa: pedir cita con técnico municipal, informador juvenil, agente de empleo. Para pedir cita previa con un técnico municipal, el informador juvenil o el agente de empleo, entra aquí y en un momento la tienes reservada: https://sede.alguazas.regiondemurcia.es/3webc/gestionCita.do?opcion=0&entidad=30007&tlf=1"
65,directorio.csv,2,Comercio,"OMIC, información al consumidor, reclamaciones de consumo","Concejalía: Comercio. Subtema: OMIC, información al consumidor, reclamaciones de consumo. Para presentar una reclamación de consumo, pide cita con la OMIC llamando al 654 009 877. Ten en cuenta que sólo atienden al ciudadano los martes de 9:00 a 14:00h."
